gene_name,NC,NC1,NC2,A,A1,A2
RP11-426C22.5,0.0586885,0.115,0.0748115,0,0.0989471,0.0871008
GPT,23.9185,21.3615,20.6941,27.3527,26.677,25.1456
RP11-375A5.1,0,0,0,0,0,0
TTC39B,8.50557,9.6779,9.48983,9.47845,9.00822,9.03757
RP11-245C17.2,0,0.107381,0.109556,0,0,0.109185
AC004461.4,0,0.15532,0,0.191364,0,0
ISPD,0.883228,1.35582,1.50665,3.0873,3.11724,3.13119
TLE1P1,0,0,0,0,0,0
AC005336.5,0,0.0397877,0,0,0,0
AC005336.4,1.64652,1.83171,1.70118,0.752891,0.831429,1.03072
RP11-472N19.3,0,0,0,0,0,0
MT-CYB,3672.56,3001.13,2852.44,4189.3,4373.52,4061.28
RP11-1144P22.1,0,0,0,0,0,0
RP11-33B1.4,0.486711,0.546218,0.548011,0.753465,0.280497,0.509804
RP11-33B1.1,3.2272,5.01827,3.76669,3.65966,2.90875,2.54673
RP11-33B1.3,0.382611,0.731549,0.494462,0.393944,0,0.577335
RP11-33B1.2,2.47276,3.31996,2.62214,1.16122,1.10665,0.652826
TRAM1,244.949,226.421,231.053,39.5008,42.9254,43.3634
TRAM2,8.58793,9.25082,9.60131,17.7587,20.0161,20.3256
RPL5P33,0,0,0,0,0,0
RPL5P32,0,0,0,0,0,0
RPL5P31,0,0,0,0,0,0
RPL5P30,0.288083,0.383868,0.171171,0.713919,0.569433,0.733075
KCNRG,14.1613,15.0017,16.3909,11.9651,9.34748,10.5677
KB-1208A12.3,0.744536,0.887513,0.819831,0.592701,0.823199,0.585923
RPL5P35,0,0,0,0,0,0
RPL5P34,0.0411495,0,0,0,0.0474527,0
TGFB1,26.3937,21.232,21.3824,25.339,25.6584,25.7942
TGFB2,11.1227,7.80552,8.93523,23.1961,21.7021,22.1851
TGFB3,0.425712,0.46388,0.711413,6.07546,6.98775,4.97045
C17orf99,0.564551,0.294653,0.25024,0.397102,0.57885,0.420638
C17orf98,0.132038,0,0,0,0,0
RNU6-878P,0,0,0,0,0,291.026
C17orf97,2.15087,2.34679,2.39744,4.29806,3.74433,4.64678
C17orf96,2.80615,2.41901,2.86783,0.672885,0.662241,0.822405
LOH12CR1,4.31793,4.85838,5.53659,3.86023,4.13554,2.39266
LOH12CR2,0.106004,0.10834,0.0865068,0.128615,0.288564,0.240541
KRT17P2,3.24282,2.31551,1.90213,1.09888,2.49401,2.22698
KRT17P3,0.587904,0.356488,0.137015,0.45666,0.48728,0.498409
TRBV12-3,0,0,0,0,0,0
SYF2P2,0,0.0790395,0,0.0956974,0,0
LPHN3,0.273187,0.293659,0.293587,1.2939,1.12788,1.50353
LPHN2,13.4313,17.3289,17.7047,19.4506,19.5615,19.9959
LPHN1,3.0562,3.14965,3.01886,2.91473,2.78212,2.92459
MIR3184,0,0,0,0,0,0
RP11-359M6.1,0.0461905,0.0960728,0,0.157785,0,0
RP11-359M6.3,0.281712,0.201314,0.226843,0.366244,0.176484,0.126774
RP11-359M6.2,0,0,0,0,0,0
MIR3183,0,0,0,0,0,0
RP11-16F15.1,0,0,0,0,0,0
AC006150.1,0,0,0,0,0,0
OR5F1,0,0,0,0,0,0
RN7SL498P,0,0,0,0,0,0
PEG10,5.87719,5.47827,3.7873,52.9996,54.1481,56.6822
RNU7-119P,0,0,0,0,0,0
AC010754.1,0,0,0,0,0,0
AC003043.1,0,0,0,0,0,0
RP5-1164C1.2,0,0,0,0,0,0
TRAJ58,0,0,0,0,0,0
CTD-2342I9.1,0,0,0,0,0,0
RP11-522M21.3,0,0,0,0,0,0
RP11-522M21.2,0,0,0,0,0,0
HSPD1P1,0,0.0514162,0,0,0,0
RP13-60P5.2,0,0,0,0,0,0
HSPD1P7,0,0,0,0,0,0
HSPD1P6,0.0191173,0,0,0,0,0
HSPD1P5,0,0,0,0,0,0
TXLNG2P,16.2539,18.961,15.6824,10.0866,8.41413,8.5562
HSPD1P9,0,0,0,0,0,0
HSPD1P8,0,0,0,0,0,0
AC006156.1,0,0,0,0,0,0
VAMP1,0.934261,0.655632,0.523571,1.45857,1.24873,2.04597
VAMP3,74.6241,61.0218,66.3826,70.6592,74.3419,71.1595
VAMP2,57.3198,58.4232,58.441,43.9024,45.7926,41.6112
VAMP5,102.053,96.1909,99.4289,155.721,157.957,143.761
VAMP4,8.31471,6.41251,8.65918,6.32734,6.56356,6.07771
VAMP7,19.1691,17.5999,18.6633,18.6031,19.0132,19.3233
AGAP1,5.14607,4.60869,4.68117,5.62574,5.10607,5.58217
MIR4443,0,0,0,0,0,0
VAMP8,102.053,96.1909,99.4289,155.721,157.957,143.761
MIR4441,0,0,0,0,0,0
MIR4440,0,0,0,0,0,0
NBPF21P,0,0.0464054,0.0231598,0,0.0257551,0
MIR4446,0,0,0,0,0,0
MIR4445,0,0,0,0,0,0
AGAP3,47.0989,42.2906,53.8223,46.8125,47.1681,53.5874
RNU7-66P,0,0,0,0,0,0
TGFBI,189.916,170.32,167.299,343.827,326.393,327.419
RP11-166B2.5,0,0.172364,0,0,0,0
AC012078.2,0,0,0.0199695,0,0,0
RP1-72A23.1,0,0,0,0,0,0
TRAJ51,0,0,0,0,0,0
RNU6-1231P,0,0,0,0,0,0
CETN3,37.435,29.8895,27.9736,27.0582,30.9223,27.4717
RP11-166B2.7,0,0,0,0.182107,0,0
RP11-485M7.1,0,0.586631,0,0,0,0
INE1,1.06825,1.49938,1.02854,1.13128,1.09748,1.03706
CETN2,22.0156,18.4243,18.0842,28.0076,29.4947,27.1138
RP11-166B2.8,0.0788566,0.251703,0.170242,0.101891,0.093828,0.0851515
AC084209.1,0,0,0,0,0,0
CETN1,0,0,0,0,0,0
SEC61B,240.006,185.288,184.55,112.035,131.279,132.249
CTD-3216D2.4,0,0,0,0,0,0
CTD-3216D2.5,0.147868,0.627121,0.238256,0.189783,0,0
PECAM1,0,0,0,0,0,0
RP11-299P2.1,0,0,0,0,0,0
MTND1P11,0.0420677,0,0,0.156547,0.0485483,0
CCL28,1.00067,1.17854,0.82858,3.23257,2.73028,2.46881
TEX33,0,0,0,0,0,0
FAM184B,0.383324,0.293937,0.32729,0.846228,0.710195,0.767349
RP11-356O22.4,0,0,0,0,0,0
AC010677.5,0,0,0,0,0,0
NT5CP1,0,0,0,0,0,0
NT5CP2,0,0,0,0,0,0
ERVWE2,0,0,0,0,0,0
RP11-332P22.2,0,0,0,0,0,0
AL591668.1,0,0,0,0,0,0
VRK1,6.40924,6.89375,7.07945,6.70101,8.09172,8.21202
RP11-453N18.1,0,0.0266941,0,0.0315993,0.0443907,0.0134775
VRK3,16.8109,20.0996,18.5053,11.8676,12.9369,11.1148
VRK2,39.9155,40.802,43.7955,20.2972,22.7102,22.1363
CRYL1,15.9914,12.5884,14.5958,15.6045,14.7134,14.5241
HDHD1P2,0,0,0,0,0,0
HDHD1P3,0,0,0,0,0,0
HDHD1P1,0,0,0,0,0,0
NR2C2,8.46485,6.9252,6.34633,6.20189,5.25061,5.90195
TNIP3,0.130771,0.162301,0.424066,0.131267,0.260713,0.176477
NR2C1,12.3749,10.0525,12.0323,6.53121,7.50445,8.36199
RP11-148B3.1,0,0.0762998,0,0,0,0
RP11-148B3.2,0,0,0,0,0,0
RPS10L,0,0.276781,0,0,0.206547,0.0937001
AC009941.1,0,0,0,0,0,0
RP11-148M9.1,0,0,0,0,0,0
AC127526.1,0,0,0,0,0,0
AC008536.1,0,0,0,0,0,0
AC009276.4,0,0,0,0,0,0
LINC01142,0,0,0,0,0,0
RP11-638L3.4,0,0,0,0,0,0
RNU6-895P,0,0,0,0,0,0
RNU6-306P,0,0,0,0,0,0
RP11-638L3.3,0,0,0,0,0,0
RP11-638L3.2,0,0,0,0,0,0
AL158151.2,0,0,0,0,0,0
AF064858.11,1.8801,1.93053,1.68705,1.73782,1.39463,2.28913
CRYZP2,0,0,0,0.041127,0,0
RP11-356J5.5,0,0,0,0,0,0
AC005160.3,0,0,0,0,0,0
RNU1-136P,0,0,0,0,0,0
ALPK3,6.28396,5.83745,6.49199,4.6762,5.03488,4.90182
MAU2,7.26572,8.30418,8.25884,9.22097,6.3109,6.9303
AC019084.7,0,0,0,0,0,0
ACTBP12,0,0.135261,0,0,0.0502048,0.0455958
ACTBP13,0.0127663,0.0710669,0.0449364,0.0305195,0.0787191,0.0716201
ACTBP11,0,0,0,0,0,0
AC021021.2,0,0,0,0,0,0
FAM184A,0,0.0580684,0.0296376,0.331668,0.294932,0.100918
ACTBP14,0,0,0,0,0,0
UGT1A2P,0.0427124,0.044309,0.0445208,0.265082,0.147931,0.134431
GDPD2,0.575349,0.737997,0.670111,0.836668,1.24554,1.23786
HSPH1,22.5277,22.6243,24.0548,21.5806,23.7009,22.097
RNU4-74P,0,0,0,0,0,0
LIM2,0,0,0,0,0,0
SEC1P,0,0.403921,0.0797163,0,0.917494,0
RP13-198D9.3,0,0,0,0,0,0
RP11-116O18.3,0.215251,0,0.295026,0,0.0981767,0
RP11-116O18.1,0.0179636,0,0,0,0,0
PLEKHB1,0.0847692,0.117607,0.138371,0.188387,0.315,0.33395
UCK1,8.33832,8.93252,9.22645,6.75212,6.08845,6.51626
TMSB4X,2511.02,1900.96,1932.73,1902.26,2073.49,1996.48
PLEKHB2,46.9997,45.2393,46.8922,51.8121,52.5238,53.3655
AP000593.6,0.0556408,0,0,0,0,0
AP000593.7,0.0755056,0,0.081234,0,0,0
AP000593.5,0,0,0,0,0,0
AC097635.4,0,0,0,0,0,0
AC097635.5,0,0,0,0,0,0
RP11-279O9.4,0,0,0,0.401904,0,0
SPINT3,0,0,0,0,0,0
SEC13,45.3018,35.128,36.5696,30.2038,32.3564,31.687
RN7SL535P,0.546582,0.655835,0,0,0,0
RP11-89B16.1,0,0.0465507,0.0467564,0,0,0
TGIF1P1,0,0,0,0,0,0
RP11-689P11.3,0,0,0.0652052,0.0778291,0.144099,0
RP11-689P11.2,4.18791,5.59796,5.0449,3.78212,3.35151,3.46437
GIMAP4,0,0,0,0,0,0
GIMAP5,0,0,0,0,0,0
GIMAP6,0,0,0,0,0,0
GIMAP7,0,0,0,0,0,0
GIMAP1,0,0,0,0,0,0
GIMAP2,0.158969,0.209165,0.20878,0.414072,0.464351,0.351868
PIEZO1,35.2433,33.647,31.3611,27.3378,26.489,25.77
RP11-475I24.8,0.024877,0.0168076,0,0.0297939,0.00931095,0.00847073
RP5-1033K19.2,0,0,0,0,0,0
AC091801.1,0,0,0,0,0,0
CUX1,46.0392,42.5843,42.2885,63.7612,52.9627,56.6513
JMJD7-PLA2G4B,18.6157,24.1511,25.4168,14.1199,12.8495,13.4285
FAHD2P1,0.0769276,0,0,0.0475296,0,0
RP11-475I24.3,0.131387,0.0604765,0.0361094,0.0715594,0.0804577,0.0975653
RN7SL185P,0,0,0,0,0,0
CDY18P,0,0,0,0,0,0
MLIP-AS1,0,0.08246,0,0,0,0
RP11-475I24.7,0,0,0,0,0,0
RP11-475I24.6,0,0,0,0,0,0
RNA5SP168,0,0,0,0,0,0
RP11-168F9.2,0.465598,0.174363,0.179927,0,0.196605,0.355949
CEP19,0.82787,0.895568,0.967993,1.09182,1.05424,0.98154
RNU6-233P,0,0,0,0,0,0
MYOM3,0.331497,0.216299,0.148635,0.122981,0.0975911,0.197855
AP003385.1,0,0,0,0,0,0
AP003385.2,0,0,0,0,0,0
CTD-2151A2.2,0,0,0,0,0,0
CTD-2151A2.3,0,0,0,0,0,0
CTD-2151A2.1,0,0,0,0,0,0
OR52W1,0,0,0,0,0,0
C14orf64,0.153422,0.197366,0.136032,1.52301,2.00584,1.43851
RP11-79C23.1,0,0,0,0,0,0
FBXO2,28.2779,20.4437,20.636,62.0737,57.8356,59.1425
FBXO3,10.7033,14.8068,15.92,17.0217,20.1405,19.7285
FBXO4,3.19254,3.71182,4.83068,2.26188,2.95251,2.93871
FBXO5,4.05887,4.5512,4.13002,3.38152,3.36878,4.32408
FBXO6,6.31359,7.87127,7.03293,3.38005,3.46243,3.63613
FBXO7,44.6138,39.4635,40.296,37.8984,37.231,38.1774
FBXO8,16.0346,14.2291,12.7094,12.8252,11.768,12.9071
FBXO9,33.6381,29.6651,30.5327,28.8487,28.4337,29.4666
RPL18AP8,0,0,0,0,0,0
RN7SL276P,0,0,0,0,0,0
SETP4,0,0,0,0,0,0
RP11-113I22.1,0,0,0,0,0,0
AL109806.1,0,0,0,0,0,0
RP11-231K24.2,0,0,0,0,0,0
IGKV1OR2-108,0.22119,0,0,0,0,0
RP11-735G4.1,0,0,0,0,0,0
RN7SL14P,0,0,0,0,0,0
NAP1L4P2,0,0,0,0,0,0
NAP1L4P3,0,0,0,0,0,0
NAP1L4P1,0.177999,0.396552,0.152541,0.326906,0.169454,0.21567
RP11-435M3.2,0,0,0,0,0,0
RP11-78J21.4,0,0,0,0,0,0
TRAM2-AS1,1.66919,1.08962,1.97408,1.19291,1.68581,1.3859
CYP39A1,2.07337,2.33948,2.91218,4.71529,4.67233,6.3346
CTD-2014N11.1,0,0,0,0,0,0
RGS17P1,0.161747,0.517019,0.350001,0.313716,0.0963902,0.0874708
CTD-2014N11.3,0,0,0,0,0,0
TAL1,0,0.0181147,0,0,0,0
MYEF2,4.87444,4.66546,3.81734,1.58947,0.99038,1.21021
TAL2,0.066328,0.0699514,0.0707132,0.337747,0,0
TRIM73,7.60743,7.30953,8.81757,8.52922,6.00739,8.00281
RNU6-263P,0,0,0,0,0,0
RNU6-1319P,0,0,0,0,0,0
RN7SL853P,0,0,0,0,0,0
RNU4-17P,0,0,0,0,0,0
RP5-1185K9.1,0,0,0,0,0,0
AC068137.5,0,0,0,0,0,0
RITA1,8.6799,7.97825,8.23401,8.04037,9.13958,9.01236
AC016700.3,0,0,0,0,0,0
AC016700.4,0,0,0,0,0,0
AC016700.5,0.246822,0.389198,0.0654841,0.390814,0.0723785,0.13145
AC016700.6,0,0,0,0,0,0
RN7SL440P,0.931534,0.822589,0.28521,1.36022,0.311003,0.561066
AC004453.8,0.136546,0,0,0.186356,0,0
RP11-624L4.1,4.1645200000000004,3.48228,2.51721,2.35627,1.23448,1.29685
AP000281.2,0,0,0,0,0,0
TAS2R67P,0,0,0,0,0,0
RNU6-1286P,0,0,0,0,0,0
DNAJC5,32.2805,32.7944,35.0087,30.3176,31.568,31.6831
RP5-828K20.1,0,0,0,0,0,0
RP11-325D15.2,0,0,0,0,0,0.0782271
RP5-828K20.2,0,0,0,0,0,0
CCDC85C,16.2967,15.9745,16.6796,7.93702,8.64229,10.1907
CCDC85B,15.3417,14.6537,13.5129,13.7218,13.9102,13.6736
CCDC85A,0,0,0.0270619,0,0,0.0278184
RN7SL745P,0.280495,0,0,0.41951,0,0.691694
WI2-2942J8.1,0,0,0,0,0,0
SNTB2,52.9547,45.9958,49.7159,35.5006,36.7643,35.4808
RP11-789C17.5,0,0,0,0,0,3.33661
SNTB1,0.672679,0.665515,0.649236,0.742239,0.651913,0.528905
RP11-108M11.3,0,0,0,0,0,0
KIAA0408,0.0731078,0.0703752,0.122811,0.590485,0.728743,0.24618
DZANK1,0.415052,0.72914,0.61626,0.720196,0.60824,0.758429
CORO1B,36.2065,27.3738,33.1935,31.1357,32.0797,26.8495
CORO1C,86.8849,100.594,102.656,90.7136,103.66,99.8843
IGHV3-43,0,0,0,0,0,0
CORO1A,1.43749,1.22399,1.14773,1.13104,0.473658,1.67679
DNAJC2,16.0739,16.8043,19.4225,9.09055,9.52963,9.91507
RP11-380G5.3,0.441984,0.189381,0.0963233,0.80648,0.106022,0.0962366
RP11-1275J23.3,0,0,0,0,0,0
MID2,12.8747,14.2791,14.5063,8.24954,9.49253,9.79565
MID1,8.02242,7.21891,8.81748,21.3584,21.1753,20.8376
WASF1,23.9502,23.5458,23.9319,28.333,31.2614,26.9201
WASF2,55.499,54.8706,58.3361,59.6206,57.0933,58.6787
WASF3,5.36969,5.34314,5.32066,4.56619,5.0248,4.95678
FRG1B,17.885386,16.306375,17.296437,10.138275,9.988023,8.860994
RNU6-1177P,0,0,0,0,0,0
RP11-124L9.2,0,0,0,0,0,0
OR5M4P,0,0,0,0,0,0
AC019185.2,0,0,0,0,0,0
AC019185.3,0,0,0,0,0,0
AC019185.4,0,0,0,0,0,0
YWHAZ,762.134,716.296,769.583,755.184,820.229,786.687
RNA5SP161,0,0,0,0,0,0
RP11-304C12.4,0,0,0,0,0,0
MYCT1,0.439684,0.388794,0.237519,0.075613,0.0618353,0.0160922
RN7SL685P,0,0,0,0,0,0
GOSR2,30.7148,28.5983,30.2723,18.8781,19.5067,19.4305
RP11-196D18.1,0,0,0,0,0,0
RNU6-1042P,0,0,0,0,0,0
MIDN,43.4901,53.8501,50.1148,31.727,34.0232,34.3583
RP11-148O21.6,0,0,0,0,0,0
RP11-304C12.3,0,0,0,0,0,0
C7orf43,8.26659,7.4784,7.83924,9.14129,7.15489,8.59379
RP11-474B12.1,0.0424465,0.044029,0,0.10541,0,0
RP11-626G11.5,0.0615589,0.137884,0.118218,0.369913,0.180922,0.196952
RP11-626G11.4,0.0887566,0.138282,0,0,0,0.0466239
RP13-977J11.2,0.177683,0.113609,0.158737,0.134919,0.126099,0.0687993
RP11-626G11.1,0.339188,0.236848,0.0596946,0.142422,0.0660591,0.11993
RP11-148O21.3,0,0,0,0,0,0
RP11-626G11.3,12.4239,12.4997,12.9402,13.6253,13.2652,14.5465
AL591069.1,0,0,0,0.033564,0.0313323,0
RP13-977J11.8,0,0,0,0,0,0
RP11-148O21.2,0,0,0,0,0,0
RP11-686D16.1,0,0,0,0,0,0
HECTD2,2.04093,2.04162,2.22628,2.6173,3.13813,2.91215
HECTD3,12.6199,13.521,13.6793,14.9091,15.7533,15.742
CTB-66B24.1,0,0,0,0,0,0
MALRD1,0.00664112,0.103392,0,0,0,0
RBM22P11,0,0,0,0,0,0
HECTD4,5.9663,5.31132,5.03063,5.41997,3.56044,4.65203
KB-1440D3.14,0,0.388115,0.132591,0,0.145357,0
AC243756.1,0,0,0,0,0,0
KB-1440D3.13,0,0,0,0,0,0
LZTFL1,6.36767,5.47719,5.18464,4.73182,4.62243,4.92995
MIR5701-2,0,0,0,0,0,0
MIR5701-1,0,0,0,0,0,0
AC006150.2,0,0,0,0,0,0
ADAD1,0,0,0.0167438,0,0,0
ADAD2,0.321547,0.612973,0.482718,1.05049,1.11156,1.11889
RP11-151F5.2,0.102656,0,0.11353100000000001,0,0,0
C7orf49,22.877159,22.9334577,22.000648,20.080173,18.179629,18.58823
RP11-370B6.1,0,0,0,0,0,0
IFNA12P,0,0,0,0,0,0
RP11-213L8.1,0,0,0,0,0,0
AC009831.1,0,0,0,0,0,0
FLII,94.5381,81.5812,77.5992,51.3188,53.8998,61.6775
AP003305.1,0,0,0,0,0,0
RALGAPA1,7.08878,8.08454,7.77219,5.7498,5.20596,4.74461
LRRC37B,2.99946,2.50805,2.91737,3.09726,2.69155,1.7342
RP11-487E13.1,0,0,0,0,0,0
RP11-80F22.15,0,0,0,0,0,0
RP11-80F22.14,0,0,0,0,0,0
RP11-80F22.13,0,0,0,0,0,0
RP11-80F22.11,0,0,0,0,0,0
RP11-80F22.10,0,0,0,0,0,0
FLI1,5.66794,6.76635,6.29297,1.94384,1.19217,1.63641
YWHAZP7,0,0,0,0,0,0
ARL2BPP10,0.172519,0,0.656574,0.224347,0,0.0938004
GPR22,0.0107646,0.125932,0,0.0248493,0.0121051,0
GPR20,0,0,0.022006,0,0.0489522,0.0890295
GPR21,23.2861,25.3479,23.5053,20.3455,18.8665,20.5905
GPR26,0,0,0,0,0,0
GPR27,0.163882,0.102503,0.153039,0.136482,0.0568156,0.0516811
GPR25,0,0,0,0,0,0
KCNMB1,0.0058328,0,0,0,0.00653641,0
RP11-41L14.1,0,0,0,0,0.0221864,0
KCNMB3,1.4917,0.774532,0.806006,1.45107,0.948819,1.32384
KCNMB2,0,0.0136987,0.0230818,0.0162191,0.0151875,0
RNU6-720P,0,0,0,0,0,0
KCNMB4,0.635797,0.410811,0.573765,1.16144,1.28974,1.13424
RN7SL784P,0,0,0.273858,0,0,0
CTC-218B8.3,0.170301,0,0,0.238964,0,0.197415
YWHAG,140.626,136.572,148.229,115.41,134.967,130.805
LINC01002,3.54184,3.01239,2.53131,1.12695,1.48454,1.37819
FAM230B,0,0,0,0,0,0
LINC01001,5.20081,4.40256,4.0163,1.33917,2.08559,1.64686
DCUN1D2-AS,0,0,0,0,0,0
LINC01007,0,0,0,0,0,0
LINC01004,0.770228,1.14899,0.887902,1.28335,1.06571,1.02506
FAM230C,0,0,0,0,0,0
MTND2P25,0,0,0,0,0,0
CTC-508F8.1,0,0,0,0,0,0
RP11-264E20.1,0,0,0,0,0,0
RP11-264E20.2,0,0,0,0,0,0
AC008269.2,0,0.134627,0.067999,0.0811797,0,0
RP11-345J4.1,0,0,0,0,0,0
MIR16-1,0,0,0,0,0,0
RP11-345J4.3,0,0,0,0,0,0
RP11-345J4.5,9.33808,9.03657,7.51899,5.89764,6.63817,5.92913
EPT1,18.5503,18.8209,19.1084,19.9814,18.3102,18.0293
RP11-345J4.6,0,0,0,0,0,0
RP11-345J4.8,1.17491,1.31877,1.14877,0.567566,0.467661,0.255975
RP11-325F22.2,0,0,0,0.0509937,0,0
NPRL3,17.7148,15.4793,16.3407,8.63376,11.6505,10.9353
NPRL2,5.03095,4.62449,6.13603,6.49289,7.30653,6.60943
PLXNB2,50.3004,57.3451,51.6242,61.2681,60.3718,59.7293
PLXNB3,1.67439,1.76755,2.015,5.69876,3.85362,4.72132
SHCBP1L,0,0,0,0,0,0
RP1-62O9.3,0,0,0,0,0,0
RPL12P3,0,0,0,0,0,0
RP11-157L3.6,0.171271,0,0,0,0,0
RP11-157L3.5,0,0,0,0,0,0
RP11-157L3.4,0,0,0,0,0,0
RP11-157L3.3,0,0,0,0,0,0
RP11-157L3.2,0,0,0,0,0,0
RP11-193I22.2,0,0.0975981,0,0,0.109295,0.0991655
RP11-211N11.5,0.0579184,0,0,0.0730795,0.135471,0
RP11-666A8.12,0,0,0.163366,0.195503,0,0
RP11-666A8.11,0,1.79998,0,0,0,0
RP11-723G8.2,0,0,0,0,0,0
RP11-723G8.1,0,0,0,0,0,0
SIRT3,7.45326,7.22391,7.65509,6.13662,5.61121,6.64253
SIRT2,17.0731,16.3229,16.0487,22.3469,21.8439,19.5878
SIRT1,3.31534,3.10888,3.58764,3.72782,3.25671,3.69837
SIRT7,22.8311,23.8948,24.0952,12.8358,12.9793,13.3088
SIRT6,10.332,9.32236,10.3405,8.67136,8.87156,9.16504
SIRT5,13.8501,12.0487,13.5396,7.65437,6.85709,7.44328
SIRT4,0.603943,0.372628,0.257875,1.76348,0.721888,0.809799
RP11-63N8.3,0,0,0,0,0,0
RN7SL144P,0,0,0,0,0,0
RP13-297E16.5,0,0,0,0,0,0
USP17L19,0,0,0,0,0,0
MAS1L,0,0,0,0,0,0
RN7SL554P,0,0,0,0,0,0
FSD1,0.191165,0.204504,0.0674765,0,0.168636,0.127566
HSPD1P3,0,0,0,0,0,0
FSD2,0.120923,0.206882,0.15877,0.172033,0.0624821,0.113703
HSPD1P2,0,0,0,0,0,0
TCEB2P3,0,0,0,0,0,0
TCEB2P2,0,0,0,0,0,0
TCEB2P1,0,0,0,0,0,0
RNU6-825P,0,0,0,0,0,0
RP1-127L4.7,0,0,0,0,0,0
TCEB2P4,0,0,0,0,0,0
DIAPH2,4.71202,4.69329,4.43699,4.16844,3.76933,3.80755
RNU6-615P,0,0,0,0,0,0
RP5-1007G16.1,0,0,0,0,0,0
AC116154.1,0,0,0,0,0,0
RP11-630H24.4,0,0,0,0,0,0
TRHDE-AS1,0,0,0,0,0,0
RP11-630H24.3,0,0,0,0,0,0
RNU6-793P,0,0,0,0,0,0
RP3-368B9.2,0,0,0,0,0,0
AC007405.4,0,0.0158043,0.0157434,0,0,0
AC007405.6,2.16969,1.93224,1.8966,0.65684,0.358105,0.164391
AC003984.1,0,0.00734284,0,0,0,0
RP11-54A4.2,0,0,0,0.156046,0,0
AC007405.8,0,0,0,0,0,0
AC092933.4,0,0,0,0,0,0
PBOV1,0,0.0250405,0,0.0148168,0,0.0126248
AC092933.3,0,0,0,0,0,0
USP9YP9,0,0,0,0,0,0
OR4S1,0,0,0,0,0,0
RP11-595B24.2,0,0,0,0,0,0
RP11-595B24.1,0,0,0,0,0,0
OR4S2,0,0,0,0,0,0
RNU7-116P,0,0,0,0,0,0
KDM6B,12.5424,17.722,16.496,9.26642,7.42048,7.0845
RNU6-131P,0,0,0,0,0,0
DSCAM-AS1,0,0,0,0,0,0
SLC20A2,94.1701,78.1825,80.5632,33.7596,33.9777,35.3215
ABC7-42391500H16.2,0,0,0,0,0,0
MID1IP1-AS1,1.1216,0.541892,1.30571,0.223601,0.203757,0.563367
AC002117.1,7.54243,11.2315,11.888,26.0308,25.2067,28.7758
USP9YP8,0,0,0,0,0,0
MIR4449,0,0,0,0,0,0
hsa-mir-1273e,0,0,0,0,0,0
CC2D2A,4.65617,3.73218,3.17969,3.65533,2.90329,3.0551
CC2D2B,0,0,0,0.17122,0,0.0384191
MIR4448,0,0,0,0,0,0
PRTG,0.00240399,0.00242669,0,0,0,0
RP11-312P21.2,0,0,0,0,0,0
RP11-104H15.9,0.866109,0.505402,1.83731,1.25317,1.14506,3.10227
RNU6-1245P,0,0,0,0,0,0
BX088702.2,0,0,0,0,0,0
BX088702.1,0,0,0,0,0,0
RP11-498C9.2,1.30176,1.39284,1.32182,1.46794,1.03947,1.22603
TRAV26-1,0,0,0,0,0,0.183833
TRAV26-2,0,0,0,0,0,0
PAPPA2,3.25603,3.45228,3.60504,0.236533,0.0351238,0.00619491
AC010976.2,0,0.0539464,0.136654,0,0,0
TSPY13P,0,0,0,0,0,0
RP11-543N12.1,0,0,0,0,0,0
ARHGAP11A,7.02294,7.91396,7.1774,5.86248,7.95777,7.79411
ARHGAP11B,1.9502,2.42047,2.28373,1.64748,2.40305,1.98321
MIR4442,25.4744,22.2729,25.3418,31.7373,30.8735,30.961
RP11-314A15.2,0,0,0,0,0,0
FRMD1,0,0,0.0116819,0,0.0130128,0
RP11-72I8.1,2.51592,3.50311,1.94578,2.52613,1.39632,1.27015
MIR4447,0,0,0,0,0,0
RP11-964E11.2,0.2465,0.155,0.249161,0.253958,0.18504,0.144286
IQCA1P1,0,0,0,0,0,0
CRCT1,16.8107,20.6589,21.1278,4.74007,8.05625,8.88909
PSENEN,57.2837,41.572,42.926,33.7261,39.5078,41.5119
BX936369.4,0,0,0,0,0,0
BX936369.5,0,0,0,0,0,0
OR7E116P,0,0.0388124,0,0,0,0.117696
AC090825.2,0,0,0,0,0,0
BX936369.1,0,0,0,0,0,0
BX936369.2,0,0,0,0,0,0
AC090825.1,0,0,0,0,0,0
AP000344.4,0,0,0,0,0,0
AL358354.1,0,0,0,0,0,0
CYP2T2P,0,0.0536737,0,0,0,0.0270899
RP11-555M1.3,0.455597,0.267498,0.555836,0.331813,1.51497,0.273741
OR8B10P,0,0,0,0,0,0
AC009166.5,0,0,0,0,0,0
NAGS,8.66729,11.0659,10.7278,1.88918,1.89877,1.80194
CTD-2532K18.1,0,0,0,0,0,0
RP11-481C4.1,0,0,0,0,0,0
RP11-477G18.2,0,0,0.590047,0,0,0
RP11-210K20.4,0,0,0,0,0,1.1252
AC106795.1,0,0,0,0,0,0
GULOP,0,0,0,0,0,0
RP11-210K20.2,0,0,0,0.267828,0,0.221249
RP11-210K20.3,0,0,0,0,0,0
AC003002.6,21.9482,23.3845,24.2555,17.8491,18.3327,19.2724
AC087645.1,0,0,0.0357563,0.0425992,0,0.0360806
RP11-123C5.5,0,0,0,0,0,0
NAGK,33.1822,39.5712,41.14,42.6693,46.8667,44.5971
TEX36-AS1,0,0,0,0,0,0
RP11-439H8.4,0,0,0,0,0,0
