",""GeneID"",""Length"""
15044,182,5987
15045,728450,529
15046,22903,4983
15047,100505515,499
15048,55304,3845
15049,140862,2592
15050,100505536,1033
15051,55617,2351
15052,51575,3216
15053,79133,2410
15054,80343,2231
15055,140733,5107
15056,23767,4024
15057,100505556,2028
15058,55614,5261
15059,100505579,1650
15060,6629,1681
15061,56914,1477
15062,5126,4745
15063,631,2479
15064,11034,1746
15065,6238,3792
15066,140836,640
15067,27131,2206
15068,692086,237
15069,92667,2126
15070,58495,1555
15071,100303755,1159
15072,57325,3848
15073,7692,2714
15074,440757,727
15075,55184,3500
15076,10621,2154
15077,100422875,77
15078,10741,3861
15079,10483,3747
15080,388789,493
15081,92675,1368
15082,29075,1799
15083,100270804,2017
15084,100128496,617
15085,140856,667
15086,57419,3889
15087,100130264,1789
15088,100287166,696
15089,54453,4244
15090,51126,1222
15091,51340,4406
15092,26074,4673
15093,3642,2829
15094,100505632,294
15095,57186,6287
15096,55857,2200
15097,22803,3435
15098,644524,1619
15099,4821,2092
15100,5075,2838
15101,100505651,772
15102,284788,1684
15103,140828,4912
15104,3170,2612
15105,6754,1258
15106,7056,4032
15107,22918,6701
15108,200261,1911
15109,100505664,709
15110,29107,1117
15111,100505683,514
15112,64412,4741
15113,63908,3871
15114,128817,736
15115,140880,553
15116,100289308,1614
15117,10047,895
15118,164380,1157
15119,128821,959
15120,128822,1689
15121,1471,775
15122,1472,736
15123,1469,760
15124,1470,694
15125,1473,740
15126,92086,1145
15127,79953,2437
15128,8530,930
15129,57136,2221
15130,84532,4473
15131,30813,2212
15132,284798,3356
15133,955,2762
15134,5834,4131
15135,26090,2254
15136,9837,3289
15137,22981,4973
15138,140838,3801
15139,100505726,951
15140,26152,3197
15141,728882,6026
15142,100289375,591
15143,100134868,1555
15144,284800,5111
15145,149934,419
15146,724033,93
15147,400841,3328
15148,284802,946
15149,245929,267
15150,245930,309
15151,117285,589
15152,245932,760
15153,245934,630
15154,245935,505
15155,245936,378
15156,245937,216
15157,28954,1656
15158,140875,587
15159,81502,3331
15160,100101490,839
15161,3397,1222
15162,100422904,55
15163,84701,684
15164,598,2559
15165,22974,3662
15166,85366,2793
15167,2307,1318
15168,83747,1089
15169,128853,1733
15170,164395,1607
15171,81572,1373
15172,343702,2910
15173,140706,2532
15174,3055,2285
15175,9777,3978
15176,128854,1215
15177,5326,5656
15178,23509,6135
15179,100302183,53
15180,9371,6116
15181,100506402,772
15182,171023,7425
15183,140688,6005
15184,100506597,918
15185,284804,1304
15186,149950,846
15187,284805,4793
15188,149951,1911
15189,1789,4630
15190,22919,2623
15191,388795,3961
15192,140732,1252
15193,80341,1897
15194,128859,1362
15195,359710,1454
15196,149954,2174
15197,140683,1052
15198,317716,1203
15199,128861,1109
15200,51297,1078
15201,92747,1727
15202,51654,2092
15203,6640,2340
15204,9139,7917
15205,63941,2039
15206,128864,541
15207,170487,2028
15208,1869,2700
15209,11264,5724
15210,84905,3316
15211,128866,1647
15212,100505490,661
15213,22913,1575
15214,8894,2592
15215,434,584
15216,191,2538
15217,83737,6379
15218,693229,94
15219,83658,685
15220,84557,1121
15221,128869,1832
15222,58476,4124
15223,23054,7062
15224,100505514,701
15225,128872,888
15226,2686,2640
15227,55902,3193
15228,2937,1900
15229,57644,6518
15230,574501,122
15231,26133,3170
15232,55741,2129
15233,10544,1450
15234,10893,4333
15235,3692,1414
15236,128876,3166
15237,55245,2448
15238,554250,1762
15239,8200,2383
15240,100302125,144
15241,11190,8324
15242,100505595,698
15243,140873,2401
15244,51614,1366
15245,80307,6579
15246,6676,1452
15247,8904,2588
15248,10137,6632
15249,9054,2371
15250,140823,461
15251,9584,2809
15252,51230,5889
15253,51282,883
15254,140894,1927
15255,647979,5343
15256,2036,6331
15257,25980,2647
15258,22839,5905
15259,10398,1187
15260,60436,3406
15261,55969,1195
15262,84174,2495
15263,57446,2964
15264,79980,2517
15265,140710,8726
15266,140711,2041
15267,25939,3189
15268,5933,4398
15269,140699,3648
15270,6185,2556
15271,2691,461
15272,63905,1315
15273,6714,4201
15274,10904,2540
15275,4826,1304
15276,100287792,2112
15277,56259,1888
15278,128434,1966
15279,9675,3914
15280,58490,3872
15281,7052,4086
15282,85449,6412
15283,671,1845
15284,3929,1823
15285,388796,1304
15286,26776,136
15287,26777,138
15288,677839,138
15289,677840,138
15290,128439,1087
15291,677821,136
15292,677837,136
15293,57148,8636
15294,149685,770
15295,343578,2838
15296,140679,2574
15297,79913,2479
15298,26051,6251
15299,81610,2429
15300,60625,3342
15301,339568,1514
15302,100505663,838
15303,9935,3362
15304,100128988,997
15305,7150,3734
15306,100505725,1459
15307,5335,5205
15308,23051,9991
15309,64900,4363
15310,90187,3827
15311,100505744,3581
15312,84181,10389
15313,11122,12694
15314,6431,4015
15315,26013,3336
15316,100505763,547
15317,10110,2234
15318,51098,1675
15319,4605,2713
15320,149699,842
15321,84969,2826
15322,57158,5941
15323,51526,1572
15324,100505783,1939
15325,78997,2244
15326,128486,958
15327,140902,1377
15328,3172,3674
15329,79183,6215
15330,10955,2725
15331,11142,1433
15332,100,1532
15333,79015,1157
15334,8839,1404
15335,60598,1246
15336,140730,5136
15337,7529,3105
15338,80336,2129
15339,10953,2049
15340,100505826,2121
15341,6789,6331
15342,3787,4539
15343,149708,1008
15344,128488,774
15345,5266,554
15346,6406,1663
15347,6407,1982
15348,6590,598
15349,8785,2253
15350,11317,2491
15351,6385,2613
15352,90196,2823
15353,767557,1310
15354,27296,981
15355,100128997,2374
15356,55861,1560
15357,51604,2245
15358,100130157,3150
15359,10406,566
15360,10816,476
15361,140870,619
15362,57119,2559
15363,90199,1530
15364,259240,659
15365,140832,482
15366,259239,615
15367,280664,632
15368,164237,1372
15369,391253,380
15370,140686,1000
15371,116092,1290
15372,11065,1601
15373,7125,683
15374,90203,3184
15375,10005,1157
15376,140831,2776
15377,90204,2787
15378,128497,719
15379,140825,1259
15380,5476,2287
15381,5360,1745
15382,63935,2697
15383,63925,4452
15384,4318,2336
15385,100128028,1957
15386,57468,6256
15387,57727,3209
15388,958,1616
15389,64405,3657
15390,51006,2461
15391,63916,3683
15392,100240726,1633
15393,55713,3477
15394,128506,2043
15395,64849,4235
15396,112858,3373
15397,81031,4236
15398,2139,2702
15399,100505944,820
15400,23613,4652
15401,100131496,2253
15402,100505963,1809
15403,8202,8026
15404,55959,4451
15405,100505983,425
15406,100130589,1356
15407,100506034,626
15408,100506053,585
15409,284749,3592
15410,100506069,630
15411,57580,6633
15412,10564,9004
15413,1434,3561
15414,6780,3825
15415,55661,2695
15416,57169,7371
15417,441951,901
15418,26765,79
15419,100113393,103
15420,692057,90
15421,3745,3756
15422,5740,5603
15423,728671,565
15424,9334,4728
15425,23315,6255
15426,9825,4305
15427,55905,2467
15428,6615,1709
15429,7335,2606
15430,387522,2918
15431,387521,2399
15432,1051,1837
15433,100506115,2054
15434,284751,2278
15435,5770,3318
15436,100506153,4587
15437,693230,94
15438,140876,4283
15439,100302146,150
15440,100506175,638
15441,84612,4615
15442,55653,1342
15443,23394,4713
15444,8813,1047
15445,27304,2458
15446,3755,2220
15447,100506194,887
15448,4773,3324
15449,693128,32
15450,100422889,73
15451,10079,7580
15452,57167,3486
15453,55734,4984
15454,128553,12581
15455,7764,5635
15456,391257,1212
15457,8537,3475
15458,1591,3266
15459,5203,1346
15460,55816,1833
15461,140689,2508
15462,4159,1084
15463,116151,3034
15464,6790,2547
15465,1477,2572
15466,57091,3258
15467,51507,1649
15468,140687,2064
15469,100130156,443
15470,200232,678
15471,388799,694
15472,7022,2866
15473,655,4031
15474,100422883,90
15475,23626,1817
15476,8480,2170
15477,100462983,1383
15478,100291105,1540
15479,55544,2382
15480,140690,3456
15481,5105,2685
15482,81030,2570
15483,56937,5186
15484,128602,760
15485,140731,1038
15486,55370,2398
15487,57403,8651
15488,100506296,2379
15489,9217,3675
15490,164284,3112
15491,149773,2096
15492,79160,968
15493,8675,4948
15494,79716,2185
15495,100506348,544
15496,407022,80
15497,100126296,88
15498,149775,1157
15499,2778,5640
15500,51497,2257
15501,1522,1500
15502,81027,3496
15503,514,439
15504,51012,2563
15505,100287547,1113
15506,128611,9404
15507,1908,2658
15508,116154,2957
15509,100506384,668
15510,10388,5480
15511,63939,5266
15512,5509,3466
15513,60437,3420
15514,284756,2732
15515,729296,557
15516,693231,94
15517,100506470,411
15518,1002,3060
15519,100128310,2000
15520,100302168,117
15521,6874,4628
15522,149986,2594
15523,5688,984
15524,26039,4548
15525,26164,2949
15526,11255,2680
15527,400850,3210
15528,9885,3971
15529,11047,1405
15530,3911,11426
15531,100506553,492
15532,6227,396
15533,81928,3785
15534,140893,2833
15535,140628,2595
15536,253868,2449
15537,128826,1220
15538,406904,71
15539,406923,102
15540,100131174,1918
15541,100505735,461
15542,149650,1933
15543,28231,2776
15544,100127888,1423
15545,4923,4132
15546,100505843,483
15547,55257,1636
15548,11054,2420
15549,1299,2485
15550,10732,2456
15551,100132911,1068
15552,11083,13329
15553,54994,4427
15554,63910,2592
15555,128408,1057
15556,63930,3366
15557,100144596,1749
15558,100144597,1234
15559,768097,896
15560,768096,2794
15561,406909,87
15562,54915,3253
15563,79444,1322
15564,100423014,64
15565,128414,1430
15566,100192386,7638
15567,55738,3280
15568,100422945,59
15569,57642,4172
15570,1137,5487
15571,3785,3381
15572,1917,1843
15573,79144,777
15574,5753,2519
15575,6725,1516
15576,79025,1112
15577,85441,10129
15578,26205,4210
15579,100505771,678
15580,50861,2255
15581,51750,4636
15582,8771,1550
15583,10139,2615
15584,84619,2126
15585,54923,1199
15586,56731,2279
15587,140685,4376
15588,100128998,738
15589,140701,1776
15590,7165,2412
15591,80331,3241
15592,100126339,89
15593,100126329,57
15594,54963,2285
15595,100302137,80
15596,693232,96
15597,100113386,3571
15598,57473,5919
15599,140700,2181
15600,24148,3101
15601,284739,5387
15602,54345,1705
15603,6919,2363
15604,10287,1692
15605,4987,3359
15606,198437,868
15607,2832,1002
15608,4661,5535
15609,55251,3912
15610,100132288,1599
15611,7179,2188
15612,85318,1567
15613,574,620
15614,149992,3419
15615,100505852,1287
15616,100423018,77
15617,317754,1826
15618,100422890,76
15619,441956,1867
15620,54094,1279
15621,391267,1095
15622,149998,1636
15623,54033,1967
15624,150000,2953
15625,6782,3987
15626,64092,1888
15627,388813,886
15628,8204,7556
15629,29761,4968
15630,388815,3802
15631,407055,81
15632,406885,84
15633,406912,89
15634,100505929,676
15635,1525,2482
15636,100505945,504
15637,10950,1594
15638,54149,5433
15639,54075,461
15640,140578,2545
15641,5651,3944
15642,100505973,424
15643,387486,2014
15644,4685,3699
15645,54072,1476
15646,114614,1474
15647,406947,65
15648,282566,450
15649,54148,1171
15650,58494,1693
15651,522,1296
15652,2551,5180
15653,351,3633
15654,100289065,390
15655,100506140,1078
15656,116159,3079
15657,9510,4651
15658,11096,9663
15659,54088,524
15660,246705,583
15661,118421,870
15662,29104,4865
15663,26046,7756
15664,10069,1705
15665,10600,3038
15666,10694,1895
15667,56911,1997
15668,193629,664
15669,571,6731
15670,2897,3684
15671,100379661,1073
15672,642976,1093
15673,26285,731
15674,9073,2146
15675,643803,1650
15676,100131902,370
15677,388818,1159
15678,643812,682
15679,337963,208
15680,337959,849
15681,100422891,85
15682,140258,749
15683,337960,520
15684,284827,483
15685,254950,453
15686,337882,273
15687,337969,159
15688,337970,494
15689,337971,255
15690,337972,219
15691,337973,328
15692,337974,192
15693,100288287,293
15694,337968,616
15695,337967,189
15696,337979,147
15697,337966,219
15698,337975,171
15699,100151643,224
15700,337976,198
15701,337985,273
15702,100288323,253
15703,337978,252
15704,337977,240
15705,337879,556
15706,337878,695
15707,337880,912
15708,728299,318
15709,7074,7198
15710,150051,816
15711,6647,966
15712,57466,4269
15713,30811,7385
15714,54070,293
15715,54069,1571
15716,56246,1234
15717,9875,10808
15718,677846,136
15719,84996,828
15720,59271,1933
15721,140290,2697
15722,56683,1427
15723,8867,7211
15724,100506215,3946
15725,94104,4296
15726,54067,1203
15727,56245,4121
15728,10215,2488
15729,116448,2279
15730,728409,595
15731,3455,3141
15732,100288432,2228
15733,3588,1935
15734,3454,6095
15735,3460,2221
15736,100506260,712
15737,757,2332
15738,54943,2027
15739,2618,4427
15740,6651,9203
15741,29980,2170
15742,100506284,749
15743,9946,1711
15744,6453,7951
15745,539,806
15746,100506334,2663
15747,400863,2261
15748,64968,990
15749,6526,11576
15750,114036,1807
15751,9992,803
15752,54065,900
15753,388820,1050
15754,3753,3777
15755,1827,2901
15756,100506369,576
15757,54102,3800
15758,54064,694
15759,100506385,2542
15760,861,7981
15761,80215,1502
15762,100506403,457
15763,768219,94
15764,54093,3162
15765,873,1245
15766,874,1112
15767,100506428,741
15768,9980,7679
15769,23515,4246
15770,8208,2279
15771,23562,2336
15772,6493,4959
15773,3141,6010
15774,53820,2235
15775,51227,1236
15776,7267,9101
15777,257203,458
15778,10311,3251
15779,1859,6911
15780,3763,2485
15781,10281,814
15782,84677,831
15783,259234,860
15784,3772,3016
15785,2078,5251
15786,400866,1103
15787,2114,3672
15788,400867,3823
15789,100506471,1400
15790,8624,1124
15791,54014,16919
15792,257357,1028
15793,3150,1304
15794,7485,1663
15795,150082,2364
15796,6450,1286
15797,114041,2201
15798,10317,3518
15799,150084,2066
15800,5121,556
15801,1826,7109
15802,100506492,1719
15803,284835,2019
15804,100423023,73
15805,25825,2993
15806,191585,10009
15807,54097,1384
15808,4600,2961
15809,4599,3605
15810,7113,3320
15811,54090,454
15812,150135,2033
15813,54089,524
15814,54101,3872
15815,63977,7650
15816,25966,6466
15817,49854,7479
15818,150142,1073
15819,89766,5262
15820,150147,2141
15821,9619,3605
15822,100505764,1730
15823,7033,1054
15824,7032,708
15825,7031,492
15826,64699,2729
15827,53347,2492
15828,89765,1367
15829,645446,1603
15830,54020,3094
15831,5152,2216
15832,10785,2323
15833,4731,2130
15834,5316,4976
15835,875,2728
15836,7307,1020
15837,100288336,2001
15838,1409,1114
15839,100126693,3781
15840,100505974,3137
15841,400870,577
15842,150094,4706
15843,284836,3004
15844,114038,579
15845,100506021,491
15846,11077,1899
15847,23076,5087
15848,8566,7381
15849,1476,658
15850,8568,1807
15851,284837,4598
15852,56894,6609
15853,7109,6970
15854,5822,3260
15855,8209,1667
15856,100129890,2124
15857,23308,3239
15858,29947,1705
15859,326,2969
15860,5211,3401
15861,755,2233
15862,100505684,542
15863,7226,5876
15864,81543,2505
15865,54083,2260
15866,100505727,1409
15867,54084,3967
15868,114043,1045
15869,386677,1011
15870,386679,1071
15871,386682,738
15872,386672,1382
15873,386680,918
15874,386674,1238
15875,386675,1595
15876,386681,876
15877,386676,1256
15878,353333,1100
15879,386678,1237
15880,386684,447
15881,386683,410
15882,353323,739
15883,353332,588
15884,386685,873
15885,7327,3025
15886,6612,1807
15887,754,2736
15888,3689,3143
15889,100505746,2284
15890,84536,2186
15891,85395,881
15892,727699,2155
15893,378825,730
15894,728039,2257
15895,104,7145
15896,23275,4823
15897,642852,7165
15898,246704,420
15899,388830,460
15900,100505827,343
15901,80781,6763
15902,378832,3455
15903,6573,2838
15904,100129027,3586
15905,54039,1989
15906,100505866,668
15907,1291,4225
15908,1292,4342
15909,10841,2111
15910,84221,2316
15911,4047,4766
15912,114044,2314
15913,8888,6113
15914,54059,1785
15915,54058,2968
15916,5116,10560
15917,23181,8142
15918,6285,1135
15919,3275,2240
15920,400879,633
15921,100506322,788
15922,23784,2037
15923,81061,981
15924,150160,2053
15925,387590,1430
15926,150165,1685
15927,27437,1381
15928,100287969,462
15929,128954,2630
15930,100130418,2726
15931,23765,3429
15932,100506204,1465
15933,27439,5069
15934,27440,1880
15935,100130717,626
15936,51816,4036
15937,27443,5634
15938,83733,2087
15939,529,1406
15940,23786,3367
15941,637,2602
15942,100423025,80
15943,200298,2192
15944,57553,14776
15945,100506240,1091
15946,693233,94
15947,100192420,2379
15948,55670,2741
15949,100506261,1371
15950,51807,2124
15951,100506285,663
15952,11274,2037
15953,100506309,636
15954,727962,1176
15955,2679,2036
15956,100132900,468
15957,100287541,5133
15958,8214,1214
15959,5625,2211
15960,26220,5427
15961,100287576,1734
15962,100506454,602
15963,25787,2415
15964,26222,927
15965,402036,573
15966,9993,4492
15967,25786,2214
15968,8220,5385
15969,23617,1816
15970,2928,618
15971,6576,1735
15972,8218,5515
15973,7290,4013
15974,64976,776
15975,128977,2786
15976,100506503,2097
15977,7353,1783
15978,8318,2008
15979,7122,2314
15980,150185,710
15981,5413,3525
15982,2812,958
15983,6899,2809
15984,54584,1519
15985,79680,6635
15986,10587,1964
15987,100506524,919
15988,1312,2553
15989,421,4036
15990,128989,2271
15991,406961,82
15992,54487,4520
15993,100302197,85
15994,27037,2905
15995,5902,884
15996,29801,5012
15997,388849,627
15998,150197,2206
15999,65078,1919
16000,100302118,78
16001,85359,1217
16002,729444,3182
16003,728229,1169
16004,728233,2360
16005,100506613,1209
16006,85376,5796
16007,440795,573
16008,729461,1866
16009,100506954,1528
16010,653203,483
16011,373856,1044
16012,7625,3868
16013,91179,3508
16014,84861,2616
16015,51586,3375
16016,645280,1497
16017,266697,2167
16018,84222,1958
16019,5297,6836
16020,3053,2221
16021,9342,4262
16022,1399,5325
16023,100507329,684
16024,150209,2528
16025,8216,4315
16026,80764,1242
16027,439931,2971
16028,113691,1964
16029,9127,2744
16030,6545,2313
16031,693234,97
16032,440799,124
16033,400891,5139
16034,284861,2148
16035,728441,1773
16036,100132705,588
16037,29797,7716
16038,440804,5419
16039,23119,6798
16040,100507089,1436
16041,645426,1121
16042,375133,2272
16043,150221,5796
16044,7332,3016
16045,150223,1338
16046,164592,2192
16047,23753,874
16048,100126318,78
16049,406920,82
16050,23759,4102
16051,29799,4285
16052,5594,6081
16053,9647,5185
16054,100507442,2190
16055,100286925,3710
16056,8940,3107
16057,649179,1724
16058,28784,359
16059,28774,353
16060,28785,364
16061,28778,353
16062,28770,369
16063,28772,353
16064,7441,641
16065,96610,2011
16066,28779,368
16067,28820,353
16068,28821,356
16069,28773,374
16070,28780,369
16071,28822,347
16072,28775,351
16073,28781,369
16074,28823,347
16075,28776,351
16076,28825,345
16077,28783,369
16078,28826,347
16079,140883,5733
16080,129025,2148
16081,23532,2932
16082,648691,3105
16083,28811,354
16084,28787,344
16085,25812,4172
16086,91227,848
16087,28791,341
16088,28793,347
16089,28813,354
16090,28795,341
16091,28796,347
16092,28797,347
16093,28814,354
16094,28799,347
16095,28815,354
16096,28802,347
16097,28816,354
16098,28803,347
16099,28804,342
16100,28817,354
16101,28786,371
16102,28809,348
16103,100423062,1059
16104,28833,38
16105,3537,320
16106,100287891,505
16107,28832,38
16108,3538,320
16109,100287927,509
16110,28831,38
16111,3539,320
16112,28830,38
16113,28829,38
16114,28827,38
16115,28834,320
16116,27156,1252
16117,2781,3208
16118,9609,3822
16119,613,6927
16120,26226,2239
16121,649264,984
16122,150244,2548
16123,388882,1578
16124,3543,901
16125,51233,1300
16126,91316,3417
16127,266747,2885
16128,7621,4017
16129,29802,585
16130,150248,864
16131,400916,682
16132,4320,2261
16133,6598,1703
16134,91319,3200
16135,66035,2579
16136,4282,561
16137,653689,1094
16138,100037417,1635
16139,1652,723
16140,2953,1119
16141,25774,721
16142,391322,563
16143,2952,1060
16144,653399,2070
16145,23523,7222
16146,56241,3183
16147,2687,2497
16148,29774,5224
16149,23384,6778
16150,135,2566
16151,646023,3763
16152,51733,2067
16153,83606,3607
16154,6634,1385
16155,2678,2602
16156,388886,1240
16157,644165,1425
16158,646074,9547
16159,440822,3504
16160,7152,1521
16161,129049,6176
16162,255349,507
16163,85379,10494
16164,1417,853
16165,1415,763
16166,91353,676
16167,91355,3998
16168,1416,1501
16169,100507580,1203
16170,157,9056
16171,84700,8565
16172,23544,6573
16173,57168,3313
16174,89781,4769
16175,402055,1293
16176,24144,2927
16177,100507599,1679
16178,8459,2075
16179,100313914,112
16180,1414,921
16181,1413,811
16182,440823,10183
16183,100507637,512
16184,100507657,5059
16185,4330,7556
16186,100507669,745
16187,23760,2925
16188,284900,5887
16189,100423034,88
16190,100422998,86
16191,23331,11795
16192,11200,1987
16193,150274,1090
16194,150275,3985
16195,7494,1820
16196,84133,6541
16197,25770,1070
16198,83999,7479
16199,129080,2060
16200,25807,1738
16201,2130,2953
16202,10634,3023
16203,10633,1787
16204,162,4178
16205,100113380,96
16206,10740,5115
16207,5988,1496
16208,4744,3721
16209,8563,2754
16210,8508,2055
16211,4771,6925
16212,164633,2982
16213,55954,1033
16214,29796,975
16215,84164,2781
16216,8897,9019
16217,26828,61
16218,150280,1895
16219,3976,3919
16220,5008,1865
16221,652968,1622
16222,83874,1936
16223,10291,5120
16224,550631,3003
16225,85371,555
16226,200312,1922
16227,23541,4839
16228,51537,1169
16229,646513,377
16230,266629,2084
16231,376844,467
16232,284904,2526
16233,730005,1194
16234,9514,1791
16235,23481,2791
16236,6948,2072
16237,339665,2542
16238,100506075,530
16239,150290,2453
16240,23762,4340
16241,100422912,85
16242,150291,2134
16243,22880,4467
16244,55000,7105
16245,6525,3294
16246,140606,691
16247,27124,2235
16248,50487,2575
16249,100133224,609
16250,91445,3477
16251,3985,4959
16252,113791,2473
16253,23598,4817
16254,84843,1165
16255,54944,700
16256,4733,1450
16257,56478,3875
16258,9814,4252
16259,23761,2679
16260,253143,10829
16261,9681,6018
16262,25775,1247
16263,7533,1793
16264,6523,5236
16265,150297,805
16266,10739,2722
16267,6527,2020
16268,10738,1501
16269,10737,1295
16270,51493,2066
16271,254240,1980
16272,25793,2315
16273,8224,3145
16274,7078,5486
16275,9215,4201
16276,100506195,2659
16277,91464,3383
16278,10042,4251
16279,10043,2525
16280,3162,1590
16281,4174,2546
16282,23551,2973
16283,4151,1389
16284,80830,10139
16285,80831,1438
16286,23543,7329
16287,80833,4099
16288,80832,3415
16289,23780,2768
16290,8542,3056
16291,4627,7505
16292,25828,1336
16293,80020,5068
16294,8664,1949
16295,10369,1548
16296,11020,1458
16297,5816,572
16298,4689,1643
16299,1439,4848
16300,100506241,992
16301,339669,1049
16302,7263,1128
16303,4357,1614
16304,79734,1691
16305,164656,3191
16306,3560,4045
16307,114904,2936
16308,6753,2123
16309,5880,1468
16310,27128,3138
16311,100506271,1965
16312,114794,8361
16313,4242,2136
16314,29775,3899
16315,11135,2164
16316,3957,528
16317,26088,4759
16318,23616,2576
16319,57026,2005
16320,3956,558
16321,79159,2840
16322,11078,10870
16323,3005,2330
16324,23464,1830
16325,8484,1157
16326,129138,2099
16327,724028,100
16328,724029,97
16329,51386,1949
16330,85377,3865
16331,84645,1560
16332,5435,2102
16333,6663,2862
16334,100131530,2172
16335,9463,2207
16336,23539,1896
16337,80115,2145
16338,8398,3223
16339,23764,2531
16340,25829,3878
16341,1454,2891
16342,400927,494
16343,3761,2121
16344,11015,1874
16345,10521,5211
16346,11144,2269
16347,646851,10322
16348,25776,1271
16349,100506326,926
16350,56993,1378
16351,100506349,150
16352,9929,3435
16353,9567,5047
16354,25777,3908
16355,10126,1487
16356,23467,5814
16357,100506361,630
16358,23466,3273
16359,100506375,1544
16360,9582,1536
16361,27350,1127
16362,140564,2503
16363,200316,5033
16364,60489,1834
16365,164668,1143
16366,23492,3964
16367,200317,2053
16368,5155,3432
16369,6122,1338
16370,116938,93
16371,116937,95
16372,116936,55
16373,26807,62
16374,9145,5357
16375,10454,3862
16376,100506472,1737
16377,4248,5209
16378,100506493,2111
16379,54471,5699
16380,468,2022
16381,91582,927
16382,8911,10002
16383,150350,2710
16384,9402,1552
16385,100506525,1322
16386,113828,2071
16387,23112,18695
16388,158,1565
16389,27352,2989
16390,57591,4490
16391,2847,2423
16392,10478,2266
16393,6767,3196
16394,63929,3060
16395,150353,2578
16396,9978,521
16397,100302237,54
16398,2033,8761
16399,83746,3192
16400,100506544,2500
16401,150356,2533
16402,5905,3021
16403,23264,5868
16404,7008,4576
16405,10766,4565
16406,84844,1065
16407,50,2741
16408,171568,4473
16409,27254,2530
16410,5372,1283
16411,100506588,425
16412,27351,745
16413,2547,2133
16414,4809,1697
16415,100506562,507
16416,79640,4975
16417,150365,4006
16418,79879,1278
16419,6721,4306
16420,407039,69
16421,440829,1479
16422,115650,934
16423,79019,1011
16424,339674,1506
16425,55964,4656
16426,164684,2318
16427,4668,3726
16428,150368,2332
16429,91689,1567
16430,4700,1184
16431,100132273,1658
16432,1565,1659
16433,100287153,1583
16434,1564,1680
16435,6942,7407
16436,388906,1242
16437,100134361,1241
16438,150372,5605
16439,94009,1357
16440,100506662,776
16441,27341,5455
16442,253190,1374
16443,91695,2332
16444,84271,3435
16445,267010,149
16446,1727,3517
16447,267020,799
16448,53947,2092
16449,26286,2833
16450,11252,3515
16451,100506679,2197
16452,25809,1877
16453,638,950
16454,27349,2059
16455,706,866
16456,23170,3383
16457,80274,3828
16458,758,2508
16459,64800,4929
16460,25830,2465
16461,150379,2540
16462,80339,2805
16463,25813,1756
16464,29780,1954
16465,64098,3326
16466,85352,6741
16467,84247,5324
16468,388910,822
16469,55615,2399
16470,553158,1857
16471,23779,1725
16472,112885,3716
16473,100506695,1565
16474,100506714,1518
16475,10762,5503
16476,23313,6417
16477,100302149,66
16478,7380,1046
16479,55007,3364
16480,27127,4253
16481,26150,1396
16482,2192,4857
16483,100506737,581
16484,25814,3330
16485,7477,3914
16486,100506756,651
16487,730668,4162
16488,100271722,1610
16489,55267,1836
16490,150381,1635
16491,400931,4717
16492,406883,74
16493,406884,83
16494,5465,10049
16495,150383,1492
16496,10343,7660
16497,55020,2610
16498,150384,1518
16499,51512,3112
16500,55687,1964
16501,9620,11389
16502,100506813,2950
16503,23151,4316
16504,64781,4445
16505,25771,3793
16506,642757,693
16507,100128818,1378
16508,400932,4185
16509,100422916,52
16510,100506877,994
16511,25817,2867
16512,100506889,1408
16513,100128946,4015
16514,100506932,2975
16515,348645,2533
16516,23774,4608
16517,90834,2421
16518,9889,6886
16519,79087,2375
16520,79174,1575
16521,415116,2379
16522,400935,3635
16523,164714,2505
16524,23209,4174
16525,54456,4309
16526,56666,3103
16527,80305,2315
16528,83642,2315
16529,85378,6019
16530,83933,2707
16531,6300,1754
16532,5600,2388
16533,23654,6335
16534,414918,2006
16535,9701,4004
16536,6305,8019
16537,79924,4246
16538,55586,1437
16539,91289,2599
16540,29781,3790
16541,9997,1360
16542,1890,1769
16543,440836,970
16544,113730,2991
16545,644186,442
16546,1375,3141
16547,386593,4948
16548,1120,1629
16549,100144603,628
16550,23542,3453
16551,100506900,534
16552,410,2054
16553,85358,7145
16554,100506917,2026
16555,49,1370
16556,284942,1864
16557,11158,2616
16558,642891,795
16559,10752,7650
16560,27255,3530
16561,152330,5480
16562,3568,2913
16563,51095,2276
16564,51185,2591
16565,57633,3823
16566,100507555,637
16567,6419,2397
16568,285362,2161
16569,3708,10242
16570,100126791,1464
16571,100507582,994
16572,8553,3035
16573,55207,2985
16574,9695,6153
16575,100507601,1283
16576,2917,4239
16577,100288428,2147
16578,29995,1734
16579,29931,2113
16580,51066,1545
16581,859,1431
16582,5021,4361
16583,56852,5739
16584,9901,8932
16585,100507660,1189
16586,25917,3980
16587,440944,1860
16588,100507618,3119
16589,55209,6827
16590,375323,4880
16591,64419,2525
16592,151835,2049
16593,7862,4728
16594,4968,2843
16595,8536,1483
16596,10474,3137
16597,10093,1976
16598,26140,3402
16599,285367,1227
16600,63924,1277
16601,84522,1660
16602,132014,2858
16603,84818,2649
16604,78987,2890
16605,285368,3761
16606,55831,1080
16607,442075,2898
16608,401052,1897
16609,152302,803
16610,2177,5947
16611,115795,1077
16612,55845,1176
16613,7428,2968
16614,3656,3469
16615,9797,4907
16616,84657,1328
16617,51738,1350
16618,100126793,1708
16619,6396,1770
16620,491,8962
16621,100422933,57
